USITEID,DISTRICT,COMMUNITY,Year,REGION,LAT_N_,LONG_W_,ENDEM_DIST,Endemism__04_07_,Total_MU_Present__VNTR_,USWBTYPE,WBFLOW,HUMAN,elevation,Dist_To_Ocean_km_,Aspect,Dir,Dir_Class,Wet_0_1km_AVG,Wet_0_1km_STD,Wet_0_5km_AVG,Wet_0_5km_STD,Wet_1km_AVG,Wet_1km_STD,Wet_5km_AVG,Wet_5km_STD,Water_100m,Water_500m,Water_1km,Water_5km,Water_10km,Wetlands_100m,Wetlands_500m,Wetlands_1km,Wetlands_5km,Wetlands_10km,Forest_100m,Forest_500m,Forest_1km,Forest_5km,Forest_10km,Cropland_100m,Cropland_500m,Cropland_1km,Cropland_5km,Cropland_10km,Shrubland_100m,Shrubland_500m,Shrubland_1km,Shrubland_5km,Shrubland_10km,Urban_100m,Urban_500m,Urban_1km,Urban_5km,Urban_10km,calcium,calcium_hardness,carbon_trioxide,chlorine,chlorophyll,color,dis_ox,cond,temp,fturb,iron,magn,manganese,nitrate,nitdiox,nitphos,oxred,ph,phosphate,sulfate,sussol,totalk,totds,totnit
S.6.6,Kadjebi,Asato,2006,Volta,7.53529,0.43798,NON,0,0,stream,lotic,nature,216,178.5445227,116.2742157,SE,4,6.641252995,2.684735501,5.158017781,1.722372078,5.002876977,1.924440825,4.22293204,1.913088681,0,0,0,0,0.000775649,0,0,0,0,0,41.02564103,28.40909091,25.02585315,33.20957266,48.75805705,0,0,0,0.003102635,0.010859083,0,0,1.163391934,6.519670707,4.902100198,0,2.582644628,0.749741469,0.170644934,0.067222893,4.800000014,12,39,2.000000004,4.00983607,38.00000001,79.3180328,4.36944785,24.7500911,48.8819672,3.510000002,3.399999996,0.083999998,0.441000002,0.007,2.35789474,24.1901639,7.10262295,0.190000001,37.5,23.99999999,32,45.50000018,0.448000021
S.6.7,Hohoe,Lolobi Hiyasem,2006,Volta,7.20189,0.54758,NON,0,0,pond,lentic,human,240,140.1240082,271.6846924,W,7,4.150309503,0.830875406,4.796110014,1.929445653,4.595210087,1.566215696,4.344303189,1.701920727,0,0,0,0,0,0,0,0,0,0,15.38461539,9.081527348,6.20475698,8.495630139,11.10160201,0,0,0,0,0.02120156,0,0,0,0.04550861,1.432915163,0,0,0,0.085845788,0.140654249,23.19999992,58.1,112,13.89999996,43.08,55.00000026,4.71857143,5.64514397,25.1014286,39.5185714,2.949999987,4.299999997,0.297999998,0.441000002,0.009,2.36842105,-31.275714,6.82742857,0.190000001,37.5,34.99999995,92,166.0000003,0.449999998
S.6.8,Hohoe,Likpe Agbozume,2006,Volta,7.19891,0.56009,NON,0,0,stream,lotic,nature,233,139.1881248,277.9269409,W,7,3.053681294,0.169795582,4.415534243,1.375352818,4.504051673,1.592871193,4.472717911,1.696319351,0,0,0,0,0.001292711,0,0,0,0,0,56.75675676,16.61474559,10.90157582,7.502870205,10.45829197,0,0,0,0,0.0416253,0,0,0,0.045509552,1.243071068,0,0.41536864,0.154998708,0.074470176,0.106519401,23.19999992,58.1,142,31.80000015,4.44545455,19.99999993,29.9363636,5.884183,24.240303,10.1127273,1.999999993,10.20000002,0.398999985,2.46,0.015999999,14.9156627,58.4290909,7.07690909,0.165999998,12.1,7.000000007,116,210.9999993,2.475999988
S.6.9,Kpandu,Anfoega Woademaxe,2006,Volta,6.89704,0.29705,NON,0,0,wetland,lentic,nature,128,122.9586846,102.6001587,E,3,4.487681945,1.034059928,5.449563213,2.284514402,5.22249235,1.885737109,4.890191391,1.873783385,0,0,0,0.362985791,7.264011418,0,0,0,0,0,7.5,13.34022751,12.9524302,9.931953091,8.82701238,0,0,0,0.012409771,0.019650632,15,26.88728025,26.55118925,14.06233841,11.30919753,0,0,0.155118925,0.08893669,0.072138506,18.40000008,46.1,107,55.60000027,17.6075758,69.99999986,4.95454545,5.98003585,25.3739057,69.380303,4.670000006,7.799999987,0.214999989,0.441000002,0.015999999,7.37096774,-150.26667,6.41151515,0.062,24.4,39.99999984,88,220.9999997,0.456999995
S.7.1,Ga East,Otinibi,2007,Accra,5.78889,-0.14359,NON,0,0,wetland,lentic,human,79,22.59484394,158.8387451,S,5,6.224695563,2.721599484,5.295874896,3.005296127,5.063017807,2.152250937,4.972096612,1.920597991,0,0,0,0,0,2.702702703,0.3125,0.155078832,0.019655511,0.110909171,2.702702703,0.416666667,0.206771776,0.10448456,1.02481108,0,4.479166667,9.976738175,17.2151244,15.74729255,70.27027027,70.10416667,57.66347894,36.66477008,36.59356313,0,0,0,0.102415559,0.693376215,12.79999997,32.1,83,21.80000009,36.3374074,4.999999988,27.9196296,5.30672636,26.5381481,13.482963,0.102000001,2.399999994,0.004,1.090000004,0.046999999,2.55505618,71.5466667,6.79622222,0.444999999,12.3,36.00000006,68,108.0000003,1.136999995
S.7.10,North Tongu,Tadeafenui,2007,Volta,6.13521,0.47895,NON,0,0,lake/reservoir,lentic,human,19,39.57182291,281.9761353,W,7,4.276137769,0.764574426,5.730769533,2.581960379,6.303012725,3.268114903,5.622966121,1.846552262,0,0,0,0.006205014,0.004136922,0,15.77319588,13.61636034,2.034210309,3.034173559,0,0.412371134,0.310639399,0.055845123,0.174009272,17.94871795,12.78350516,10.38053326,9.486431704,9.459847296,56.41025641,53.91752577,46.8806627,62.4369157,66.31692441,0,0,0,0.667038968,0.789117827,10.40000005,26.1,61,7.900000029,10.6140351,4.999999988,79.2688596,4.78331637,26.4164035,41.6714912,2.569999987,1.900000009,0.021000001,0.824999994,0.02,1.52252252,167.667544,7.34100877,0.554999981,16.8,32.99999995,50,66.60000016,0.844999959
S.7.11,North Tongu,Dofor Fortikpoe,2007,Volta,6.08409,0.29076,NON,0,0,river,lotic,nature,2,33.16499508,45,NE,2,4.031453311,0.410686356,6.648439969,3.316614915,6.652843023,3.237235572,6.312624902,2.596591444,0,0,0.07751938,0.319587949,0.155640011,40.54054054,32.43523316,23.72093023,9.90102082,5.07717366,5.405405405,2.279792746,2.428940569,0.922564564,0.382378035,0,3.834196891,6.279069767,3.477199624,5.708524005,27.02702703,36.89119171,36.27906977,55.58348072,57.8768841,0,0.207253886,0.284237726,0.744670949,2.139920887,6.399999998,16,43.9,2.000000004,1.46872247,2.499999995,74.8374449,4.25533148,28.1332159,4.57136564,0.049000002,2.899999988,0.031999999,1.570000001,0.0005,6.48966942,124.812335,6.98493392,0.241999989,5.53,13.00000003,36,38.40000002,1.5705
S.7.12,Kadjebi,Pampamwie,2007,Volta,7.80563,0.56673,NON,0,0,stream,lotic,nature,262,200.82675,266.1030273,W,7,5.222256502,1.404343153,4.819869891,2.043472456,4.528057108,1.854549976,4.125825339,1.867360131,0,0,0,0.085851116,0.027405619,0,0,0,0,0,37.83783784,52.58799172,52.77849574,58.77284622,48.23052779,0,0,0,0.221351069,0.120481305,59.45945946,45.44513458,39.93279917,8.153787275,5.249468693,0,0,0.051692944,0.01241221,0.022493291,14.40000001,36.1,95.2,6.000000007,2.71394231,4.999999988,92.5961538,5.04815955,23.5725962,19.9716346,0.850999995,6.300000013,0.036999999,3.170000007,0.017000001,9.80615385,19.2923077,7.16865385,0.324999999,1,46.00000016,78,84.19999989,3.187000015
S.7.13,Kadjebi,Wawaso,2007,Volta,7.6551,0.44071,NON,0,0,stream,lotic,nature,133,190.4536382,315,NW,8,5.257538974,2.823917253,5.165884497,2.359000737,4.708710412,2.070521008,3.59146315,1.843207019,0,0,0,0.091041703,0.208893485,0,0,0,0,0,94.44444444,89.69823101,90.42443064,70.04831418,64.29239917,0,0,0,0.00206913,0.035418821,0,0.416233091,0.232919255,5.513195874,5.353929679,0,0.104058273,0.129399586,0.005172824,0.035677353,11.19999998,28.1,73.2,3.999999988,5.54594595,7.499999996,98.1983784,4.92725369,24.0645405,71.54,2.639999997,5.799999985,0.022000001,2.839999994,0.039000001,4.23382353,109.415135,7.40140541,0.679999987,22.1,18.00000004,60,74.79999963,2.878999995
S.7.14,Krachi East,Okaniase,2007,Volta,7.73876,0.36691,NON,0,0,stream,lotic,nature,157,202.2665752,245.3948822,SW,6,7.60767746,2.67487307,4.921682897,2.043451527,4.520298189,1.717737735,4.125066109,1.897203777,0,0,0,0.011375741,0.581745599,0,0,0,0,0,100,41.98552223,25.40750323,26.04320713,26.91129285,0,0,0.258732212,0.025853956,0.030250771,0,6.514994829,5.122897801,8.825506479,8.129700828,0,0.620475698,0.155239327,0.008273266,0.039300147,20.00000005,50.1,127,3.999999988,3.94213483,4.999999988,95.3314607,5.08335654,24.4139888,73.3297753,1.890000004,8.700000044,0.021000001,1.810000009,0.052999998,6.18936877,126.148315,7.36910112,0.301000004,5.53,23.99999999,104,104.0000001,1.862999997
S.7.15,Jasikan,Bodada,2007,Volta,7.35552,0.48898,NON,0,0,stream,lotic,nature,236,158.2083161,297.1811218,NW,8,3.491271496,0.454788476,4.991880235,2.240358252,4.688543139,2.263612439,3.893130261,2.03098734,0,0,0,0,0,0,0,0,0,0,55,28.39378238,22.40620957,19.12079503,26.15180952,0,0,0,0,0,0,7.150259067,6.157826649,3.055811212,2.24634852,0,0,0.051746442,0.004136462,0.098251892,6.399999998,16,39,3.999999988,2.88669725,4.999999988,80.8256881,4.4753018,23.7072477,14.4527523,1.079999991,2.899999988,0.027999999,0.590999977,0.02,1.50864198,79.7963303,6.82266055,0.405000005,1,1,32,43.10000012,0.611000012
S.7.16,Kadjebi,Ata Kofi,2007,Volta,7.75737,0.50963,NON,0,0,stream,lotic,nature,199,198.0450016,215.4399109,SW,6,5.86093537,2.433870909,4.832684812,1.717149528,4.509002313,1.720314339,4.192354993,1.774313326,0,0,0,0.003102603,0.015771851,0,0,0,0,0,56.41025641,48.86363636,62.07698269,79.80515653,75.48563081,0,0,0,0,0.002844104,15.38461539,21.79752066,12.70989408,4.410867384,4.588057348,0,0,0,0.009307809,0.017323181,9.599999988,24,51.2,6.000000007,6.35336538,7.499999996,57.2543269,4.57560273,25.3299519,80.8586538,2.869999984,1.900000009,0.040000001,1.810000009,0.03,1.7037037,72.9519231,6.45096154,1.079999999,9.53,36.00000006,42,51.39999987,1.839999997
S.7.17,Kpandu,Gbefi,2007,Volta,7.00388,0.37607,NON,0,0,river,lentic,nature,112,131.591616,257.1957398,W,7,6.307905197,1.582519851,5.327202807,1.43490384,5.35273397,1.646983492,5.501594494,1.634218275,0,0,0,0.03516029,0.010600889,0,0,0,0,0,35,18.90495868,7.063389392,5.542916236,8.738752715,0,0,0,0.085832472,0.035163926,0,8.05785124,3.699870634,10.48810755,13.23663254,0,0,0,0.006204757,0.138070121,3.999999988,10,24.4,3.999999988,1.11511628,4.999999988,93.0139535,3.8286414,25.1666279,15.4476744,2.900000012,1.900000009,0.018,0.973999976,0.033000001,7.8671875,119.551163,6.73290698,0.128000002,1,12,20,24.39999994,1.006999996
S.7.18,Jasikan,Nkonya Asakyiri,2007,Volta,7.08944,0.32118,NON,0,0,fetch,lentic,nature,149,142.8055085,300.9637451,NW,8,6.687892973,2.583619534,4.283476515,1.464012677,4.226594311,2.021700278,5.692581989,4.086250419,0,0,0,12.6724441,16.38626674,0,0,0,0,0,69.23076923,21.7750258,21.66494312,23.66853503,19.22698045,0,0,0,0,0.021459838,0,6.604747162,7.652533609,8.001199611,7.404419692,0,2.270381837,0.646328852,0.149951395,0.145306372,1.600000013,4,17.1,2.000000004,2.80144928,4.999999988,52.426087,3.60436824,26.3929952,61.615942,1.169999994,1.900000009,0.011,1.429999994,0.051999998,22.4545455,223.101449,5.33400966,0.066000002,1,29.99999995,14,17.59999996,1.482000005
S.7.19,Kpandu,Anfoega Gblenkor,2007,Volta,6.8698,0.279,NON,0,0,fetch,lentic,nature,154,120.0185665,108.2170944,E,3,5.823916614,2.493831215,4.650656391,1.626212276,4.322949297,1.877697581,4.471315679,1.85468416,0,0,0,0,15.60944711,0,0,0,0,0,48.71794872,22.95760083,16.106515,14.29576081,8.340809494,0,0,0,0.004136804,0.011634371,0,2.378490176,6.928645295,13.06919839,10.52988094,0,0,0.103412616,0.096180696,0.071357473,3.999999988,10,26.8,7.900000029,4.08324873,7.499999996,5.92081218,4.1736451,24.9275888,73.7038071,2.290000015,1.499999995,0.027999999,1.020000003,0.027,2.7408377,185.825381,5.2293401,0.381999989,5.2,26.00000005,22,33.99999984,1.046999998
S.7.2,Ga East,Danfa,2007,Accra,5.78748,-0.16475,NON,0,0,pond,lentic,human,90,23.45933369,126.3843536,SE,4,8.888971329,7.129596223,6.476415019,3.036129725,5.738772469,2.231025099,4.704144158,1.976239968,0,0,0,0,0,0,0,0,0.006205591,0.07911372,15.78947368,0.621118012,0.155159038,0.244086589,1.201701204,2.631578947,9.523809524,23.45487458,20.75563416,17.29074292,5.263157895,13.76811594,18.17946729,23.75810605,29.42073762,0,0.621118012,0.362037755,0.159276842,0.757526791,15.19999996,38.1,105,11.89999998,47.9161654,4.999999988,134.800376,5.27821056,28.0108647,28.3146617,0.217000002,6.300000013,0.074999997,0.344999987,0.02,0.85081585,126.130075,8.70545113,0.428999983,15.1,41.00000014,86,78.70000036,0.365000009
S.7.20,Atwima Nwabiagya,Kyenkyentaa,2007,Ashanti,6.71566,-1.87409,END,1,1,river,lotic,nature,186,188.792026,180.4814606,S,5,6.747699499,1.606130237,5.277008611,1.910182328,4.899258204,2.004445184,4.56155786,1.708880861,0,0,0,0,0.000775645,0,0,0,0,0,0,0,9.57309185,29.35111938,26.15060436,0,0,0,0,0.046021589,0,0,0,0.417765369,2.512571909,0,0,0,0.002068145,0.396871566,17.59999999,44.1,100,9.900000008,8.69722222,9.99999997,74.6074074,5.22075615,25.1716204,16.3787037,2.200000008,6.300000013,0.070000003,2.360000002,0.022999999,6.61944444,102.275463,7.18143519,0.360000017,16.2,12,82,106.9999995,2.383000004
S.7.21,Atwima Nwabiagya,Abompe,2007,Ashanti,6.73738,-1.92522,END,0,0,river,lotic,nature,179,192.1327314,173.8533783,S,5,4.220550299,0.112505998,5.233002552,1.370174179,4.969870096,1.75784731,4.720853354,1.81756216,0,0,0,0,0.000775673,0,0,0,0,0,21.95121951,27.40434333,25.23267839,32.44009143,27.13277709,0,0,0,0,0.004912595,7.317073171,5.997931748,8.143743537,6.474366267,4.548028369,0,0,0,0.003102731,0.047316043,8.800000042,22,43.9,0.999999999,8.60311111,4.999999988,74.8173333,5.23110862,25.414,15.5186667,0.934999999,3.399999996,0.052999998,1.799999991,0.004,8.35185185,73.7164444,7.15462222,0.215999994,5.76,9.99999997,36,40.6999999,1.803999997
S.7.22,Atwima Mponuah,Baakoniaba,2007,Ashanti,6.63783,-2.08811,END,0,1,stream,lotic,nature,187,185.5545227,152.5924225,SE,4,4.488826752,0.231902568,4.708569729,1.771910665,4.392926024,1.564058267,4.542181215,1.688546831,0,0,0,0,0,0,0,0,0,0,2.702702703,0.41536864,0.67166107,8.86456965,29.76488412,0,0,0,0.017584327,0.018614848,0,0,0,0,0.001292698,0,0.5192108,0.12916559,0.253421186,0.297579036,9.599999988,24,41.5,7.900000029,9.63416149,9.99999997,69.1341615,4.20469262,24.020559,56.1453416,2.750000016,2.399999994,0.024000001,2.620000006,0.019,12.1055046,130.043478,6.39670807,0.218000004,6.1,39.99999984,34,42.79999989,2.639000007
S.7.23,Atwima Mponuah,Aniamoa,2007,Ashanti,6.54083,-2.0295,END,1,0,stream,lotic,nature,156,173.4692235,162.1496887,S,5,7.284533262,2.570201476,4.709187088,1.49261253,4.831456998,1.930554888,4.574098425,1.708476119,0,0,0,0.022751246,0.082730735,0,0,0,0,0,0,0.414078675,0.516929439,5.878094687,11.63762904,0,0.103519669,0.051692944,0.241990527,0.363239632,0,0,0,0,0,0,2.795031056,1.008012406,1.372313802,1.217175935,11.19999998,28.1,68.3,3.999999988,6.68899522,9.99999997,65.0090909,4.75354894,25.8913876,77.7732057,3.330000003,3.900000024,0.041000001,3.110000012,0.015999999,8.18324607,58.6913876,6.74875598,0.381999989,10,27.00000011,56,70.39999978,3.125999994
S.7.24,Atwima Nwabiagya,Adagya,2007,Ashanti,6.94899,-1.75102,END,0,1,river,lotic,nature,226,207.3566186,268.876709,W,7,4.950547576,0.985708319,5.657591268,1.954480405,4.889128177,1.768319783,4.549652095,1.60967226,0,0,0,0,0,0,0,0,0,0,35.8974359,30.85655315,31.65244376,39.99027831,43.13589625,0,0,0,0,0,17.94871795,31.57894737,25.13576416,13.68379684,11.77641666,0,0,0,0,0.005946641,11.19999998,28.1,63.4,9.900000008,11.8761421,9.99999997,69.8071066,4.86694857,24.0499492,51.8451777,3.219999984,3.399999996,0.033999998,1.590000006,0.022000001,3.16699411,124.720305,6.91588832,0.508999981,27.1,28,52,75.89999967,1.611999993
S.7.25,Atwima Nwabiagya,Ataase,2007,Ashanti,6.90613,-1.76859,END,0,1,river,lotic,nature,214,203.6444012,249.9627838,W,7,5.002996504,1.579719554,4.987509259,1.534838358,4.652267397,1.473426708,4.552008635,1.620969238,0,0,0,0,0.635509959,0,0,0,0,0,64.1025641,38.7628866,37.55819969,38.77857069,38.9116698,0,0,0,0,0,17.94871795,14.63917526,10.37247801,12.47698831,11.17494364,0,0,0,0,0.005170952,14.40000001,36.1,61,6.000000007,13.1143713,9.99999997,64.2263473,4.79232039,23.8078443,41.3371257,2.89,2.399999994,0.052999998,2.580000003,0.024999999,6.35365854,120.146707,6.73532934,0.410000008,16.3,18.00000004,50,72.09999969,2.605000012
S.7.26,Asante Akim North,Serebuoso,2007,Ashanti,6.94313,-1.02683,END,1,0,river,lotic,nature,115,175.9382616,80.75389099,E,3,4.636568308,0.420040548,5.387997879,1.522390773,5.363328176,1.692985704,5.367827854,1.777043128,0,0,0,0,0,0,0,0,0,0,18.42105263,16.373057,15.56359876,19.88768577,19.94694741,0,0,0,0,0,36.84210526,36.373057,21.53567735,16.68373098,17.05051372,0,0,0,0,0,9.599999988,24,29.3,7.900000029,11.9756522,9.99999997,68.3334783,4.75359019,24.1843913,138.386087,2.540000016,3.399999996,0.066999997,3.969999981,0.044000002,9.62589928,168.856522,6.37695652,0.416999982,12.3,63.99999978,24,63.79999998,4.013999998
S.7.27,Asante Akim North,Ananekrom,2007,Ashanti,6.91456,-1.01325,END,1,1,stream,lotic,nature,170,172.4403525,66.80140686,NE,2,8.134607315,4.26811162,5.63518316,2.326998483,5.311027066,1.952803436,5.255431777,1.739002834,0,0,0,0,0,0,0,0,0,0,86.84210526,61.07660456,50.56847545,18.46435479,16.22810193,0,0,0,0,0,5.263157895,14.28571429,23.59173127,28.02904157,21.02783925,0,0,0,0,0,12.00000003,30.1,12.2,67.50000032,5.07108434,9.99999997,75.1090361,5.63547783,24.9956024,89.0006024,2.930000011,4.399999981,0.039000001,0.973999976,0.067999998,2.78609626,141.606627,6.18987952,0.373999993,29.2,29.99999995,10,149.0000006,1.041999997
S.7.28,Asante Akim North,Agogo,2007,Ashanti,6.79781,-1.07714,END,1,1,riverine wetland,lentic,nature,378,164.0005651,330.3762512,NW,8,4.977291584,1.199859725,4.218659479,1.785043793,4.177903049,1.572224162,3.836715932,1.715334821,0,0,0,0,0,0,0,0,0,0,70.27027027,22.24532225,26.26001551,58.70403889,53.69961968,0,0,0,0,0,8.108108108,18.60706861,16.38666322,10.94792367,10.95704827,0,0,0,0,0,8.000000024,20,39,9.900000008,4.31,9.99999997,13.1414815,4.59287266,24.1747037,69.2222222,3.24,3.900000024,0.103999998,7.999999987,0.035000001,68.0932203,145.413704,5.8217037,0.117999995,3.6,12,32,54.59999985,8.035000007
S.7.29,Asante Akim North,Patrensa,2007,Ashanti,6.66068,-1.17576,END,0,1,riverine wetland,lentic,nature,243,156.7584838,163.5231171,S,5,6.330748479,2.432853384,4.691500192,1.786205417,4.418170693,1.760025606,4.373004143,1.622028317,0,0,0,0.01344364,0.003361232,0,0,0,0,0,19.51219512,16.13236815,52.04345577,67.92554292,71.11021478,0,0,0,0,0,4.878048781,8.376421924,7.527159855,2.901758015,3.242812782,0,0,0.051733057,0.017580145,0.009566582,9.599999988,24,46.4,6.000000007,12.1505556,9.99999997,4.41611111,4.57602741,24.2708889,60.99,6.140000007,3.399999996,0.059000002,0.963999985,0.052999998,3.24920128,100.813333,6.05516667,0.312999996,4.3,26.00000005,38,57.80000025,1.017000003
S.7.3,Ga East,Teiman,2007,Accra,5.7512,-0.18143,NON,0,1,fetch,lentic,human,71,20.99511536,160.0168915,S,5,4.802488963,0.660093649,5.348246803,1.285686334,5.638499475,1.765071262,5.02665509,1.934645253,0,0,0,0,0,0,0,0.129299198,0.10135799,0.082738435,0,0,0,0.352684435,0.954853256,19.51219512,24.61220269,35.40212051,25.41810171,20.33891732,2.43902439,21.19958635,25.49780191,29.19627251,27.16664814,0,0.517063082,1.370571503,0.514029808,2.38596963,28.09999988,70.1,151,45.69999978,22.796,7.499999996,21.9505455,6.11509711,25.0845818,66.5272727,0.177000001,5.799999985,0.033000001,0.569000026,0.151000006,1.01551481,97.2687273,7.17483636,0.708999966,28.5,93.99999979,124,219,0.719999976
S.7.4,Ga West,Afiaman,2007,Accra,5.70809,-0.28563,END,1,1,pond,lentic,human,44,20.3560681,276.3401794,W,7,7.294577281,1.563863256,5.064524933,1.45795901,5.252757043,1.760048701,4.870852794,1.7687897,0,0,0,0,0,0,0,0,0.019650632,0.032318866,0,0,0,0.423005719,0.665768633,5,32.74793388,35.02066116,34.06799119,26.24085053,42.5,39.66942149,38.5588843,31.02938287,24.94085648,2.5,3.512396694,1.033057851,0.745689789,2.073578422,92.19999984,231,347,644.9999976,8.82485876,1.249999998,38.3841808,7.86382176,26.920565,20.809322,0.022,84.90000009,0.036000001,2.140000002,0.011,9.77727273,80.7132768,7.50186441,0.220000007,68.6,23.99999999,284,1172,2.150999999
S.7.5,Ga West,Nsakina,2007,Accra,5.65478,-0.32026,END,1,0,pond,lentic,human,30,15.55448061,180,S,5,5.252336681,1.340431223,5.610229603,2.366461793,5.422825115,1.770437351,5.296844406,1.775157097,0,0,0,0,2.343901487,0,0,0,0.044471564,1.705830798,0,0,0,0.055848011,0.105483323,20.51282051,17.37331955,14.96124031,16.01286573,17.71292507,23.07692308,25.43950362,34.08268734,46.00221324,32.02814957,0,1.654601861,0.568475452,0.570890776,5.944812573,23.99999988,60.1,124,69.50000001,8.40967118,4.999999988,9.12823985,6.08576754,28.2724178,24.6858801,1.539999989,11.59999995,0.239000006,0.0005,0.027,0.06207675,92.4294004,6.64715667,0.443000004,15.5,45.00000001,102,217.9999994,0.027499999
S.7.6,Ga West,Ashaladja,2007,Accra,5.66613,-0.36466,END,1,0,river,lotic,nature,26,17.86003542,215.537674,SW,6,5.058784644,0.803925753,5.388426491,1.529931532,5.834919198,1.823271591,5.610096621,1.808386246,0,0,0,0,2.167966326,0,0,0,0.065152643,1.709810532,0,0,0,0.061015968,0.112987631,12.82051282,4.850361197,3.982415309,13.84545379,22.17246515,20.51282051,46.74922601,54.38324282,42.24269877,35.07968601,0,0.206398349,0.181018878,0.236824688,0.51607165,18.40000008,46.1,117,19.90000002,10.4208333,4.999999988,82.6893939,5.56145348,26.0956818,55.7477273,1.499999997,7.799999987,0.048999999,1.719999999,0.018,3.41453831,146.785606,7.3175,0.508999981,25.8,138.0000007,96,136.0000006,1.738000005
S.7.7,Ga West,Fise,2007,Accra,5.69016,-0.3018,END,1,0,pond,lentic,human,45,19.05087215,146.9761353,SE,4,7.988146663,2.296446372,5.962834394,2.326871256,5.389771271,1.912936613,5.175134863,1.749365341,0,0,0,0,0,0,0,0,0.041361625,0.051452565,10.81081081,0.413650465,0.103305785,0.028953137,0.478586425,0,17.58014478,20.04132231,24.36406502,24.23389974,51.35135135,51.80972079,54.8553719,38.68966373,29.34218283,0,0,0.180785124,0.826198453,2.706042962,28.09999988,70.1,173,41.69999999,11.0115556,1.249999998,52.1626667,6.06518991,28.0245333,9.97244444,0.032000001,7.700000038,0.064,0.122000004,0.009,1.0234375,108.938222,7.342,0.128000002,16.2,14.99999998,142,216.9999992,0.130999994
S.7.8,Ga West,Kwashikuma,2007,Accra,5.71583,-0.36531,END,1,0,wetland,lentic,human,32,23.26916286,152.1027222,SE,4,5.340751886,1.397344291,5.851826129,2.320118947,5.614497199,1.839136692,5.586355195,1.862996576,0,0,0,0,0,0,0,0,0.111716819,0.054808403,0,0,0,0.085856444,0.205014452,0,23.85416667,20.54794521,24.7307935,29.0148448,35.13513514,22.08333333,25.61385371,23.81016416,24.51073159,0,1.25,0.361850607,0.144818098,0.281280862,7.199999965,18,46.4,3.999999988,8.70647773,4.999999988,40.1809717,4.42642119,28.7733198,3.94291498,1.379999994,2.899999988,0.014000001,0.0005,0.007,0.08333333,129.006073,6.46728745,0.090000001,14.9,23.99999999,38,47.40000006,0.0075
S.7.9,Ga West,Adoteiman,2007,Accra,5.79539,-0.15261,NON,0,0,pond,lentic,human,86,23.65247344,179.2607422,S,5,6.826806386,4.752351668,5.757174492,2.46579458,5.32878516,1.976935663,4.743472223,1.969343077,0,0,0,0,0,0,0,0,0.00620572,0.099279448,0,0.20661157,0.051706308,0.25546879,1.22418799,24.32432432,34.81404959,26.00827301,18.23343849,15.98011309,18.91891892,8.780991736,23.0868666,27.65682371,32.53806359,0,0,0,0.116874386,0.481143368,22.39999994,56.1,95.2,81.40000025,7.36510638,1.249999998,100.282128,6.1003762,27.6968511,17.6412766,0.039000001,10.20000002,0.011,0.611999998,0.002,6.67391304,95.4034043,7.57680851,0.092,12.3,29,78,222.9999997,0.61399997
